PREGUNTA,RESPUESTA_A,RESPUESTA_B,RESPUESTA_C,RESPUESTA_D,RESPUESTA_CORRECTA,BLOQUE,AUTOR,PROMOCION,ANNO_CREACION,OBSERVACIONES,NUMERO_TEST,NUMERO_PREGUNTA,ID,TEMAS,REVISADA,ESTADO,REVISOR,SENTENCIA,,EXAMEN,ESTADO,,
A través de la moción de censura se exige la responsabilidad política del Gobierno:,"A propuesta de la décima parte de los Diputados y los Senadores representados en las cámaras, en la que incluirán un candidato a Presidente del Gobierno.",Mediante su adopción por mayoría absoluta de las Cortes Generales.,"A propuesta de la décima parte de los Diputados, que incluirá un candidato a presidente del Gobierno. No podrá ser votada hasta que transcurran cinco días desde su presentación y se adoptará por mayoría absoluta del Congreso de los Diputados.","A propuesta de la décima parte de los Diputados, que incluirá un candidato a Presidente del Gobierno. Su adopción requiere mayoría absoluta en una primera votación y mayoría simple en una segunda votación.",C,BL,LGD,PREPARATIC24,2016,Constitución de 1978,,,,1,,,,,,,CORREGIDA,,
"Según la Constitución Española, es competencia del Rey:",Refrendar los actos del Presidente de Gobierno.,"Previa autorización del Presidente de Gobierno, declarar la guerra y hacer la paz.",El Alto Patronazgo de las Reales Academias.,Sancionar y publicar las leyes.,C,BL,LGD,PREPARATIC24,2016,Constitución de 1978,,,,1,,,,,,,REVISADA,,
"La Constitución Española, en el artículo 9 del Título Preliminar, garantiza el principio de:",Retroactividad de las disposiciones sancionadoras no favorables de derechos individuales.,Publicidad de las normas.,Defensa jurídica ante los tribunales.,Coordinación normativa.,B,BL,LGD,PREPARATIC24,2016,Constitución de 1978,,,,1,,,,,,,CORREGIDA,,
,,,,,,,,,,,,,,,,,,,,,,,
¿Cómo se denomina el Título I de la Constitución Española?:,De los derechos y deberes fundamentales.,De los españoles y los extranjeros.,Derechos y libertades.,De la Corona.,C,BL,LGD,PREPARATIC24,2016,Constitución de 1978,,,,1,,,,,,,CORREGIDA,,
"Según la Constitución Española, la Regencia se ejercerá:",Por mandato constitucional y siempre en nombre del Rey.,Por Orden Ministerial.,Por mandato constitucional y siempre en nombre del pueblo español.,Por mandato de las Cortes Generales y siempre en nombre del pueblo español.,A,BL,LGD,PREPARATIC24,2016,Constitución de 1978,,,,1,,,,,,,REVISADA,,
El Título II de la Constitución finaliza en el Artículo:,61,53,65,67,C,BL,LGD,PREPARATIC24,2016,Constitución de 1978,,,,1,,,,,,,CORREGIDA,,
La Constitución Española propugna como valores superiores de su ordenamiento jurídico:,"La Libertad, la Democracia, la Igualdad y la Justicia.","La Libertad, la Justicia, la Seguridad y promover el bien de cuantos la integran.","La Soberanía, el Sufragio Universal, la Unidad de la Nación española y el derecho a la autonomía de las nacionalidades y regiones que la integran.","La Justicia, el Pluralismo Político, la Igualdad, y la Libertad.",D,BL,LGD,PREPARATIC24,2016,Constitución de 1978,,,,1,,,,,,,CORREGIDA,,
"La Justicia, en España, emana del/de la:",Rey.,Órgano jurisdiccional que actúa en cada caso.,Constitución.,Pueblo.,D,BL,LGD,PREPARATIC24,2016,Constitución de 1978,,,,1,,,,,,,CORREGIDA,,
La Constitución garantiza el principio de irretroactividad:,De las disposiciones favorables.,De las disposiciones sancionadoras no favorables.,De las disposiciones no restrictivas de derechos individuales.,Las respuestas b) y c) son correctas.,D,BL,LGD,PREPARATIC24,2016,Constitución de 1978,,,,1,,,,,,,REVISADA,,
La Constitución Española establece sobre la informática que:,La Ley potenciará el uso de la informática para garantizar la libertad de residencia y las transacciones electrónicas en el marco de la economía de mercado y la planificación del desarrollo económico nacional.,"La Ley limitará el uso de la informática para garantizar el secreto de las comunicaciones, la información veraz y la solidaridad entre todos los ciudadanos.",En la Constitución Española de 1978 no se hace referencia expresa a la informática.,La Ley limitará el uso de la informática para garantizar el honor y la intimidad personal y familiar de los ciudadanos y el pleno ejercicio de sus derechos.,D,BL,LGD,PREPARATIC24,2016,Constitución de 1978,,,,1,,,,,,,REVISADA,,
El Artículo 16 de la Constitución Española garantiza:,"La libertad ideológica, religiosa y de culto.",La libertad sexual y religiosa.,La obligación del derecho al voto en las elecciones.,La ausencia de libertad católica.,A,BL,LGD,PREPARATIC24,2016,Constitución de 1978,,,,1,,,,,,,REVISADA,,
La soberanía nacional reside en:,el Parlamento nacional.,el Parlamento autonómico o Asamblea.,el pueblo español.,el Congreso y el Senado.,C,BL,LGD,PREPARATIC24,2016,Constitución de 1978,,,,1,,,,,,,CORREGIDA,,
El Artículo 21 de la Constitución Española señala que:,Se reconoce el derecho de reunión pacífica y con armas.,Se reconoce el derecho de reunión pacífica siempre dentro del derecho de manifestación previa autorización.,Se reconoce el derecho de reunión pacífica y sin armas.,No se reconoce explícitamente tal derecho de reunión.,C,BL,LGD,PREPARATIC24,2016,Constitución de 1978,,,,1,,,,,,,CORREGIDA,,
El Artículo 98 de la Constitución Española señala que el Gobierno Español se compone de:,El Presidente y su gabinete.,El Presidente y sus Ministros.,El Rey y el Presidente.,"El Presidente, de los Vicepresidentes en su caso, de los Ministros y demás miembros que establezca la ley.",D,BL,LGD,PREPARATIC24,2016,Constitución de 1978,,,,1,,,,,,,CORREGIDA,,
El Artículo 137 de la Constitución Española señala que el Estado se organiza territorialmente en:,"Municipios, provincias y CCAA.",En 17 CCAA más Ceuta y Melilla.,"En CCAA, 50 provincias y municipios.","En municipios, en provincias, entidades locales menores y CCAA.",C,BL,LGD,PREPARATIC24,2016,Constitución de 1978,,,,1,,,,,,,CORREGIDA,,
La iniciativa legislativa corresponde:,"Al Congreso y al Senado, únicamente.",Al rey y al Gobierno.,"Al Congreso, al Senado y al Rey.","Al Gobierno, al Congreso y al Senado.",D,BL,LGD,PREPARATIC24,2016,Constitución de 1978,,,,1,,,,,,,REVISADA,,
¿En qué artículo de la Constitución se recoge el principio de unidad jurisdiccional?:,117.5,117.1,116,15,A,BL,LGD,PREPARATIC24,2016,Constitución de 1978,,,,1,,,,,,,REVISADA,,
¿Quién representa al Consejo General del Poder Judicial?,La Comisión Permanente.,El Presidente.,El Pleno.,El Vicepresidente.,B,BL,LGD,PREPARATIC24,2016,Constitución de 1978,,,,1,,,,,,,CORREGIDA,,
¿Cuál de las siguientes no es una jurisdicción especial?:,Constitucional.,Penal.,Militar.,Tribunales consuetudinarios.,B,BL,LGD,PREPARATIC24,2016,Constitución de 1978,,,,1,,,,,,,CORREGIDA,,
Los Vocales integrantes del órgano de gobierno del Poder Judicial:,"Serán nombrados por el Presidente del Tribunal Supremo y del Consejo del Poder Judicial, por un periodo de cinco años.",Serán nombrados por el Congreso de los Diputados y por el Senado por un periodo de cinco años.,Serán nombrados por el Rey por un periodo de cinco años.,erán nombrados por el Rey por un periodo de tres años.,C,BL,LGD,PREPARATIC24,2016,Constitución de 1978,,,,1,,,,,,,CORREGIDA,,
¿Cuántos vocales componen el Consejo General del Poder Judicial?,Veinte.,Quince.,Diez.,Doce.,A,BL,LGD,PREPARATIC24,2016,Constitución de 1978,,,,1,,,,,,,CORREGIDA,,
¿Quién debe refrendar el nombramiento del Presidente del Consejo General del Poder Judicial?:,El Presidente del Senado,"No es un acto Real, por tanto no conlleva refrendo",El Presidente del Gobierno,El Presidente de las Cortes Generales,C,BL,LGD,PREPARATIC24,2016,Constitución de 1978,,,,1,,,,,,,,,
El Título en el que la Constitución indica cuáles son las lenguas oficiales del Estado es:,El Segundo.,El Primero.,El Preliminar.,El Tercero.,C,BL,LGD,PREPARATIC24,2016,Constitución de 1978,,,,1,,,,,,,CORREGIDA,,
El Título Primero de la Constitución Española está dedicado a:,Los Derechos y Deberes fundamentales.,La Corona.,El Poder Judicial.,Las Cortes Generales.,A,BL,LGD,PREPARATIC24,2016,Constitución de 1978,,,,1,,,,,,,CORREGIDA,,
Las Disposiciones Adicionales en la Constitución Española son:,Cuatro.,Una.,Cinco.,Nueve.,A,BL,LGD,PREPARATIC24,2016,Constitución de 1978,,,,1,,,,,,,CORREGIDA,,
El Título Segundo de la Constitución Española tiene:,Diez artículos.,Nueve artículos.,Once artículos.,Ocho artículos.,A,BL,LGD,PREPARATIC24,2016,Constitución de 1978,,,,1,,,,,,,REVISADA,,
La tutela de los derechos fundamentales y libertades públicas reconocidos en la sección primera del capítulo II del Título I de la Constitución española podrá recabarse por cualquier ciudadano:,"Sólo ante el Tribunal Constitucional de acuerdo con lo previsto en el Artículo 161.1.a), referente al recurso de Inconstitucionalidad.",Sólo ante los tribunales ordinarios por un procedimiento basado en los principios de preferencia y sumariedad.,"Ante los tribunales ordinarios por un procedimiento basado en los principios de preferencia y sumariedad y, en su caso, ante el Tribunal Constitucional a través del recurso de inconstitucionalidad.","Ante los tribunales ordinarios por un procedimiento basado en los principios de preferencia y sumariedad y, en su caso, a través del recurso de amparo ante el Tribunal Constitucional.",A,BL,LGD,PREPARATIC24,2016,Constitución de 1978,,,,1,,,,,,,REVISADA,,
"La delegación legislativa de las Cortes Generales en el Gobierno, cuando se trata de refundir varios textos legales en uno solo, deberá otorgarse mediante:",Ley orgánica.,Ley ordinaria.,Ley de bases.,Ley marco.,C,BL,LGD,PREPARATIC24,2016,Constitución de 1978,,,,1,,,,,,,CORREGIDA,,
Señale cuál de las siguientes funciones NO está atribuida constitucionalmente al Rey:,El mando supremo de las Fuerzas Armadas.,Autorizar indultos generales.,Sancionar las leyes.,Promulgar las leyes.,B,BL,EMA,PREPARATIC24,2016,AGE A2 2015,,,,2,,,,,,AGE A2 2015,,,
"En cuanto a las fuentes del derecho, las normas jurídicas contenidas en los tratados internacionales:",serán de aplicación directa en España.,serán de aplicación directa y pasarán a formar parte del ordenamiento interno una vez ratificadas por España.,no serán de aplicación directa en España en tanto no hayan pasado a formar parte del ordenamiento interno mediante su publicación oficial en España.,"ratificados por España y publicadas en el BOE, no son fuente del derecho.",C,BL,EMA,PREPARATIC24,2016,AGE A2 2015,,,,5,,,,,,AGE A2 2015,,,
Señale la respuesta correcta:,"Six Pack"" se refiere a 6 medidas legislativas adoptadas en el ámbito de la Unión Europea con la finalidad de reforzar la gobernanza presupuestaria y económica.",El “Two-Pack” consta de dos reglamentos destinados a aumentar aún más la integración y la convergencia económicas entre los Estados miembros de la zona del euro.,Las respuestas A y B son correctas.,Las respuestas A y B son falsas.,C,BL,LGD,PREPARATIC24,2016,Unión Europea,,,,5,,,,,,,,,
El pacto fiscal europeo de 2012 incluye:,"Un conjunto de reglas, llamadas ""reglas de oro"", que son vinculantes en la UE para el principio de equilibrio presupuestario.","Un compromiso de contar con un déficit estructural que no debe superar el 0,6% de la PIB.","Un compromiso de poner las nuevas reglas en la constitución o en otras partes de la legislación nacional, lo cual no necesita ser verificado por el Tribunal de Justicia de la Unión Europea.",La obligación de mantener siempre el déficit público por debajo del 2.8 % del PIB.,A,BL,LGD,PREPARATIC24,2016,Unión Europea,,,,5,,,,,,,,,
Señale la respuesta falsa:,El Semestre Europeo es un ciclo de coordinación de las políticas económicas y presupuestarias dentro de la UE.,"Se centra en los primeros seis meses de cada año, de ahí que se denomine ""Semestre"".",Durante el Semestre Europeo los Estados miembros ajustan sus políticas presupuestarias y económicas a los objetivos y normas acordados a escala de la UE.,"Incluye reformas estructurales, dedicadas a promover el crecimiento y el empleo de conformidad con la Estrategia de Lisboa.",D,BL,LGD,PREPARATIC24,2016,Unión Europea,,,,5,,,,,,,,,
Sobre el Plan Juncker:,El denominado plan Juncker es un fondo de inversiones con el que el Ejecutivo comunitario pretende movilizar hasta 215.000 millones para inversiones.,Su objetivo es reactivar la inversión y el crecimiento en Europa.,El dinero procederá de los presupuestos europeos.,Banco Europeo de Inversiones aportará 15000 millones de euros.,B,BL,LGD,PREPARATIC24,2016,Unión Europea,,,,5,,,,,,,,,
Señale cuál no es una de las prioridades de la Estrategia Europa 2020:,Crecimiento inteligente.,Crecimiento inclusivo.,Crecimiento sostenible.,Crecimiento integrador.,B,BL,LGD,PREPARATIC24,2016,Unión Europea,,,,5,,,,,,,,,
Señale la respuesta falsa:,El mercado interior europeo que tiene una repercusión positiva en el crecimiento de la economía y del empleo.,"En mayo de 2015 la Comisión Europea anunció la Estrategia para el Mercado Único Digital, destinada a responder a los retos de la economía digital.","La Comisión propone una nueva estrategia de comercio e inversión para la Unión Europea, con el título «Comercio para todos: Hacia una política de comercio e inversión más sostenible».",En septiembre de 2015 se ha publicado el plan de acción para la creación de la Unión de los Mercados de Capitales.,C,BL,LGD,PREPARATIC24,2016,Unión Europea,,,,5,,,,,,,,,
¿Cuál no es un obstáculo que dificulta la Agenda Digital para Europa?,la fragmentación de los mercados digitales.,las diferencias tarifarias de los servicios de la sociedad de la información entre los miembros de la UE.,la falta de interoperabilidad.,el incremento de la ciberdelincuencia y el riesgo de escasa confianza en la redes.,B,BL,LGD,PREPARATIC24,2016,Unión Europea,,,,5,,,,,,,,,
¿Cuál no es un pilar de la Estrategia del Mercado Único Digital?,Mejorar el acceso de los consumidores y las empresas a los bienes y servicios digitales en toda Europa.,Crear las condiciones adecuadas y garantizar la igualdad de condiciones para que las redes digitales y los servicios innovadores puedan prosperar.,Iniciativa europea de libre flujo de datos.,Maximizar el potencial de crecimiento de la economía digital.,C,BL,LGD,PREPARATIC24,2016,Unión Europea,,,,5,,,,,,,,,
Señale cuál no es un principio del Plan de acción de administración electrónica 2016-2020:,Versión digital prioritaria.,Principio de «solo una vez».,Inclusión y accesibilidad.,Apertura y transparencia.,A,BL,LGD,PREPARATIC24,2016,Unión Europea,,,,5,,,,,,,,,
Cuál no es uno de los pilares que cimientan el Plan de Acción de administración electrónica 2016-2020:,Configuración de un marco que habilite la movilidad transfronteriza mediante los servicios públicos digitales;,Facilitar la interacción digital con ciudadanos y empresas mediante AA.PP. abiertas y flexibles que impliquen a los actores interesados en el diseño de políticas y servicios de una forma colaborativa;,"Sociedad digital integradora, donde los ciudadanos tengan las cualificaciones adecuadas para aprovechar las oportunidades ofrecidas por Internet.","Puesta a disposición de habilitadores y facilitadores claves, servicios y activos reutilizables.",C,BL,LGD,PREPARATIC24,2016,Unión Europea,,,,5,,,,,,,,,
