PREGUNTA,RESPUESTA_A,RESPUESTA_B,RESPUESTA_C,RESPUESTA_D,RESPUESTA_CORRECTA,BLOQUE,AUTOR,PROMOCION,ANNO_CREACION,OBSERVACIONES,NUMERO_TEST,NUMERO_PREGUNTA,ID,TEMAS,REVISADA,ESTADO,REVISOR,SENTENCIA,,EXAMEN,ESTADO_SEGUNDA_REVISION,
Andrea Zerilli realizó estudios sobre:,Teoría de redes,Investigación operativa y teletráfico,Metodología de desarrollo,Organización de empresas,D,B1,JLO,I - XI,2002,,0,46,105,25,2016,A ELIMINAR,LGD,DELETE,,,,
"Con el 20% del esfuerzo se resuelven el 80% de los problemas de una organización, y con el restante 80% del esfuerzo se resuelven el restante 20 % de los problemas según la:",Ley de Parkinson,Ley de Fink,Ley de Murphy,Ley de Pareto,D,B1,JLO,I - XI,2002,,53,52,106,29,2016,CORREGIDA,LGD,UPDATE,,,,
CRM son las siglas de:,Cost Recalculating Method: método de cálculo de optimización de costes,Call Routing for Mobile phones: sistema de enrutamiento de llamadas en telefonía móvil,Customer Relationship Management: gestión de relación con los clientes,Customer Relationship Method: método para relación con los clientes,C,B1,JLO,I - XI,2002,,35,5,107,69,2016,CORREGIDA,LGD,UPDATE,,,,
"Cuando hablamos de un nuevo tipo de trabajo en las organizaciones basadas en la información, nos referimos a:",Disminución de la presión sobre el trabajador y aumento sobre los sistemas de información,Necesidad de un trabajador más inteligente pues necesita establecer conexiones entre los símbolos y la realidad,"Aumento de la conexión del trabajador con el mundo exterior lejano a él, gracias a las redes internacionales de ordenadores",Aumento de la satisfacción del trabajador que observa la capacidad de producción que tiene el simple hecho de pulsar una tecla del ordenador,B,B1,JLO,I - XI,2002,,0,84,108,25,2016,CORREGIDA,LGD,UPDATE,,,,
"Si la transmisión de datos de car. personal por una red tiene que cifrar los datos o utilizar mecanismos para garantizar que dicha información no sea inteligible ni manipulable por terceros, estamos aplicando medidas de tipo:",Básico,Medio,Alto,Ninguna de las anteriores,C,B1,JLO,I - XI,2002,,2,65,109,35,2016,CORREGIDA,LGD,UPDATE,,,,
"Cuando una certificación es realizada por un organismo de la Administración, aquella se denomina:",Prueba de conformidad,Normalización,Homologación,Especificación,C,B1,JPN,I - XI,2002,,19,11,111,48,2016,CORREGIDA,LGD,UPDATE,,,,
"De acuerdo a la Decisión 87/95/CEE del Consejo de las CC.EE., ¿en qué circunstancias excepcionales el sector público puede adquirir bienes y servicios relativos al campo de las TIC utilizando especificaciones no normalizadas?:",Continuidad de funcionamiento,Innovación,Coste excesivo,Todas las anteriores,D,B1,JPN,I - XI,2002,,34,80,112,43,2016,CORREGIDA,LGD,UPDATE,,,,
"De acuerdo con la Ley de Protección de Datos, el Registro General de Protección de Datos es un órgano integrado en la Agencia de Protección de Datos y serán objeto de inscripción en él:",Los ficheros de los que sean titulares las Administraciones Públicas,Los ficheros de titularidad privada,"Los datos relativos a los ficheros que sean necesarios para el ejercicio de los derechos de información, acceso, rectificación, cancelación y oposición",Todas las afirmaciones son correctas,D,B1,JLO,I - XI,2002,,39,74,113,35,2016,CORREGIDA,LGD,UPDATE,,,,
"De acuerdo con la Ley de Protección de Datos, mantener los ficheros, locales, programas o equipos que contengan datos de carácter personal sin las debidas condiciones de seguridad que por vía reglamentaria se determinen, es una infracción:",Leve,Grave,Muy grave,No es infracción,B,B1,JLO,I - XI,2002,,7,18,114,35,2016,CORREGIDA,LGD,UPDATE,,,,
"De las siguientes afirmaciones referentes al método lexicográfico de ordenación de alternativas, indique cuál es más correcta:",El método lexicográfico tiene como inconveniente que no utiliza toda la información disponible,El método lexicográfico requiere comparabilidad intercriterios,"El método lexicográfico da como resultado un preorden parcial de las alternativas, pudiendo quedar alternativas declaradas como incomparables",Todas las respuestas anteriores son ciertas,A,B1,JLO,I - XI,2002,,0,55,115,38,2016,CORREGIDA,LGD,UPDATE,,,,
De las siguientes estructuras organizativas de un departamento de sistemas de información señale la que considere más correcta:,Establecer una estructura funcional en el departamento de sistemas y una sectorial en el de desarrollo,Establecer una estructura sectorial en sistemas y una matricial en desarrollo,Establecer una estructura matricial en sistemas y una matricial en desarrollo,Establecer una estructura matricial en sistemas y una por proyectos en desarrollo,A,B1,JLO,I - XI,2002,,3,43,116,25,2016,CORREGIDA,LGD,UPDATE,,,,
"Dentro de la estructura administrativa de normalización comunitaria, el organismo responsable para las telecomunicaciones es:",CEN,CENELEC,ETSI,ECMA,C,B1,JPN,I - XI,2002,,11,34,117,48,2016,CORREGIDA,LGD,UPDATE,,,,
"Dentro de la teoría de la Decisión Multicriterio Discreta, el método de la entropía se utiliza para:",Asignar un peso a cada alternativa,Normalizar las puntuaciones brutas otorgadas,Ordenar las alternativas,Suavizar la subjetividad del método directo de asignación de pesos,D,B1,JPN,I - XI,2002,,0,59,118,38,2016,CORREGIDA,LGD,UPDATE,,,,
"Dentro de las técnicas de ayuda a la toma grupal de decisiones, una de las más destacadas es la:",Programación lineal,Técnica Delphi,Teoría de la probabilidad,Técnica de normalización de grupo,B,B1,JPN,I - XI,2002,,0,2,119,38,2016,A ELIMINAR,LGD,DELETE,,,,
"Dentro de los objetivos que se fijaría una auditoría sobre el grado de adecuación de las herramientas de software utilizadas a la información gestionada, ¿cuál de los siguientes considera que no sería relevante obtener del estudio?:",Fiabilidad técnica,Cambio del modelo de datos utilizados,Estudio de opinión de los usuarios,Facilidad de mantenimiento y expansión,B,B1,JLO,I - XI,2002,,40,29,120,"36,45",2016,CORREGIDA,LGD,UPDATE,,,,
En España la portabilidad del número de abonado:,Es obligatoria desde la Orden Ministerial de 4 de agosto de 1997,Se basa en diferentes tecnologías: redirección de llamada y red inteligente,Permite a un abonado de un operador de telefonía cambiar de operador conservando el número,Todas las respuestas anteriores son correctas,D,B4,JLO,I - XI,2002,,3,97,121,110,2016,Revisada,VMHB,UPDATE,,,,
"Desde el punto de vista de un auditor de seguridad indique cuál de las siguientes premisas, sobre control interno de acceso lógico, es inadecuada:",El sistema debe obligar al usuario a cambiar de contraseña cada cierto tiempo,El registro o log de acceso al sistema puede desactivarse a petición del responsable de seguridad,Es conveniente que la autenticación de entrada al sistema se haga una única vez,El sistema debe rechazar el acceso a los usuarios después de una serie de intentos fallidos,B,B1,JLO,I - XI,2002,,19,10,122,"36,45",2016,CORREGIDA,LGD,UPDATE,,,,
EIA es una organización que:,Elaboró el estándar EIA232 (o RS-232),Es una asociación europea de industrias electrónicas,Significa Electronic International Association,Está dedicada al desarrollo de estándares en Europa que se aplican a las tecnologías de ordenadores y telecomunicaciones,A,B1,JLO,I - XI,2002,,47,91,123,48,2016,CORREGIDA,LGD,UPDATE,,,,
El método de ordenación de alternativas que incorpora la posibilidad de valorar el riesgo y la incertidumbre es:,El método Promethee,Utilidad multiatributo,El método de permutación,Ninguno de los restantes,B,B1,JLO,I - XI,2002,,0,4,124,38,2016,CORREGIDA,LGD,UPDATE,,,,
El American National Standard Institute (ANSI):,Es el representante en EE.UU. de la ISO,Ha desarrollado el estándar FDDI,Las respuestas ‘a’ y ‘b’ son falsas,Las respuestas ‘a’ y ‘b’ son verdaderas,A,B1,JLO,I - XI,2002,,16,70,125,48,2016,CORREGIDA,LGD,UPDATE,,,,
El análisis DAFO mide en una empresa:,"Decisiones, Análisis, Fuerzas, Oportunidades","Debilidades, Adaptaciones, Fallos, Opciones","Decisiones, Amenazas, Fallos, Oportunidades","Debilidades, Amenazas, Fuerzas, Oportunidades",D,B1,JLO,I - XI,2002,,0,10,126,25,2016,CORREGIDA,LGD,UPDATE,,,,
El artículo 18.4 de la Constitución dice que:,La Ley limitará el uso de la informática para garantizar el honor y la intimidad personal y familiar de los ciudadanos y el pleno ejercicio de sus derechos,"La ley regulará... b) El acceso de los ciudadanos a los archivos y registros administrativos, salvo en lo que afecta a la seguridad y defensa del Estado, la averiguación de los delitos y la intimidad de las personas","La ley regulará... b) El acceso de los ciudadanos a los archivos y registros informáticos, salvo en lo que afecta a la seguridad y defensa del Estado, la averiguación de los delitos y la intimidad de las personas","Los tratados internacionales válidamente celebrados, una vez publicados oficialmente en España, formarán parte del ordenamiento interno",A,B1,JLO,I - XI,2002,,20,12,127,35,2016,CORREGIDA,LGD,UPDATE,,,,
El benchmark es adecuado cuando:,Vamos a adquirir aplicaciones a medida,Los entornos de las diversas opciones difieren,Queremos desarrollar un proyecto innovador,Queremos comparar el rendimiento de un sistema respecto al de otros,D,B1,JLO,I - XI,2002,,0,91,128,39,2016,CORREGIDA,LGD,UPDATE,,,,
"El conjunto de técnicas y procedimientos que garantizan la disponibilidad de la información, la integridad del sistema y la confidencialidad, son propias de:",Una auditoría informática,Un plan de contingencia,La seguridad informática,Una planificación estratégica,C,B1,JLO,I - XI,2002,,52,23,136,"36,45",2016,CORREGIDA,LGD,UPDATE,,,,
El Consejo Consultivo de la Agencia de Protección de Datos:,Es un órgano colegiado de asesoramiento del Director de la Agencia,Emite informes en todas las cuestiones que le somete el Director,Formula propuestas en temas relacionados con las competencias de la Agencia,Todas son correctas,D,B1,JLO,I - XI,2002,,53,8,137,35,2016,CORREGIDA,LGD,UPDATE,,,,
"El derecho de información en la recogida de datos define la información que, obligatoriamente y con carácter previo, se debe comunicar al afectado al que se le requiera para suministrar cualquier dato personal. Entre dicha información consta:",El carácter voluntario u obligatorio de las respuestas y de las consecuencias de la negativa a proporcionarlas,El plazo de almacenamiento de la información,El número de cesiones que se van a realizar,Sólo es necesario comunicar al afectado que se va a crear el fichero,A,B1,RBL,XVIII,2009,,48,88,139,35,2016,CORREGIDA,LGD,UPDATE,,,,
El director de la Agencia Española de Protección de Datos tiene la consideración de alto cargo. Se nombra mediante Real Decreto por un periodo de:,4 años,5 años,6 años,Ninguno de los anteriores,A,B1,JLO,I - XI,2002,,10,13,140,35,2016,CORREGIDA,LGD,UPDATE,,,,
El Director de la Agencia Española de Protección de Datos:,Es nombrado por las Cortes Generales,No puede ser cesado antes de la finalización de su mandato,Ostenta el rango de Subsecretario,Tiene una mandato de 6 años,C,B1,RBL,XVIII,2009,,30,71,141,35,2016,CORREGIDA,LGD,UPDATE,,,,
El dominio de la información se articula en tres grandes partes:,"Flujo de la información, proceso de la información, estructura de la información","Flujo de la información, proceso de la información, almacén de la información","Flujo de la información, contenido de la información, almacén de la información","Flujo de la información, contenido de la información, estructura de la información",D,B1,JLO,I - XI,2002,,0,0,142,24,2016,CORREGIDA,LGD,UPDATE,,,,
"El establecimiento de un mecanismo que permita la identificación de forma inequívoca y personalizada de todo aquel usuario que intente acceder al sistema de información y la verificación de que está autorizado, es una medida de nivel:",Básico,Medio,Alto,Ninguna de las anteriores,A,B1,JLO,I - XI,2002,,27,100,143,35,2016,CORREGIDA,LGD,UPDATE,,,,
El estándar POSIX se corresponde con la norma internacional:,ISO 9945-1,IEEE 1033.1,OSF 99945-1,ISO 1003-1,A,B1,JLO,I - XI,2002,,53,12,144,48,2016,CORREGIDA,LGD,UPDATE,,,,
"El estudio de la información, su calidad, flujo y seguridad es característico de:",La auditoría informática,La planificación estratégica,La planificación de capacidad del sistema,Las técnicas de control de proyectos,A,B1,JLO,I - XI,2002,,30,38,145,"36,45",2016,CORREGIDA,LGD,UPDATE,,,,
"El instituto ANSI tiene homologados, desde hace tiempo, diversos lenguajes, entre los que no se encuentra el:",COBOL,PROLOG,FORTRAN,C,C,B1,JLO,I - XI,2002,"Todos estan ya homologados, pero FORTRAN fue el ultimo en 2007",36,13,146,48,2016,CORREGIDA,LGD,UPDATE,,,,
"El la teoría de la decisión multicriterio discreta, para el problema de la asignación de pesos a criterios pueden utilizarse, entre otros, los métodos:",Lexicográfico y Promethee,El método de ponderación lineal,El método Delphi y el de la entropía,El método de ponderación,C,B1,IPQ,I - XI,2002,,0,31,147,38,2016,CORREGIDA,LGD,UPDATE,,,,
El método Delphi para la toma de decisiones es un procedimiento basado en:,Series históricas conocidas que permiten predecir el comportamiento futuro,Cálculo de probabilidades de ocurrencia de cada suceso sobre el que se quiere tomar la decisión,Consultar la opinión de expertos,Sólo se aplica para la realización de proyectos y permite identificar las actividades que forman el camino crítico,C,B1,JLO,I - XI,2002,,0,38,148,23,2016,A ELIMINAR,LGD,DELETE,,,,
El método Promethee:,"Ignora la cuantía de la diferencia, sólo señala si existe o no",Su concepto central es de comparación ternaria de alternativas,Exige poca información por parte del decisor: evaluaciones ordinales y pesos cardinales,Generaliza el método de ponderación lineal incorporando al posibilidad de valorar el riesgo,A,B1,JLO,I - XI,2002,,0,46,149,38,2016,CORREGIDA,LGD,UPDATE,,,,
El modelo de Nolan de cuatro etapas si lo representamos gráficamente tiene forma de:,s,n,u,z,A,B1,JLO,I - XI,2002,,11,67,150,24,2016,CORREGIDA,LGD,UPDATE,,,,
El Modelo de Referencia para la Interconexión de Sistemas Abiertos queda especificado en la norma ISO:,ISO 7498,ISO 9735,ISO 9075,ISO 9945-1,A,B1,JLO,I - XI,2002,,3,69,151,43,2016,CORREGIDA,LGD,UPDATE,,,,
El modelo modificado en 6 etapas de Nolan:,"Iniciación, expansión, control, integración, administración de datos y madurez","Iniciación, contagio, control, integración, almacenamiento de datos y madurez","Iniciación, contagio, control, integración, administración de datos y madurez","Iniciación, expansión, control, integración, almacenamiento de datos y madurez",C,B1,JLO,I - XI,2002,,14,52,152,25,2016,CORREGIDA,LGD,UPDATE,,,,
El modelo orientado a los tratamientos:,Trata de identificar las funciones a desarrollar por el sistema de información,Trata de identificar la evolución de la vida de las entidades,Trata de identificar las funciones a desarrollar por el sistema informático,Trata de identificar la evolución de la vida del sistema,A,B1,JLO,I - XI,2002,,36,50,153,24,2016,CORREGIDA,LGD,UPDATE,,,,
El nivel de adecuación AA indica:,que se satisfacen todos los puntos de verificación de prioridad 1,que se satisfacen todos los puntos de verificación de prioridad 1 y 2,"que se satisfacen todos los puntos de verificación de prioridad 1, 2 y 3","que se satisfacen todos los puntos de verificación de prioridad 1, 2, 3 y 4",B,B1,JLO,I - XI,2002,,38,15,154,42,2016,CORREGIDA,LGD,UPDATE,,,,
